LLHLHLLHLLHLLHLLLHLLHLLLLHLHLHLLLLLLLLHLHHLLLHHHHHLHHHLHHHLLLLLL
W_LIST: -0.99104 3.89844 1.83858 -3.67577 4.13267 -1.91326 -1.30881 -1.19479 3.86881 -1.78604 -1.20306 2.45362 -3.66352 -2.23531 -3.53031 0.637452 2.77184 0.107724 1.23981 3.52606 3.39219 -1.57262 -2.71469 -4.02533 4.08328 0.403415 -3.7043 -2.99105 -0.199223 1.89779 -0.372096 -3.84838 -3.35552 1.93156 -0.453625 -0.463954 3.56778 -2.53873 2.39905 2.06551 2.52443 -1.56972 3.00541 4.24075 -2.53062 2.2978 0.56309 1.29367 -1.05855 -4.26402 2.41567 1.97024 1.36151 2.41359 -1.97434 -4.1781 -3.47789 -4.26596 -2.45595 -3.94844 3.56159 1.40462 1.78048 -0.202599 
st	op	ed	phy
SITE: 2	4	5	0
SITE: 0	1	3	1
SITE: 0	3	5	0
SITE: 23	24	26	1
SITE: 35	36	38	1
SITE: 41	43	44	1
SITE: 41	44	45	0
SITE: 47	49	50	1
SITE: 22	23	26	0
SITE: 41	45	46	0
SITE: 40	42	46	1
SITE: 10	12	13	0
SITE: 11	14	15	0
SITE: 10	11	15	1
SITE: 13	16	17	1
SITE: 10	13	17	1
SITE: 10	17	18	1
SITE: 10	18	19	1
SITE: 28	29	31	0
SITE: 27	28	31	1
SITE: 30	31	33	0
SITE: 27	32	33	0
SITE: 27	33	34	1
SITE: 58	59	61	0
SITE: 57	60	61	1
SITE: 58	62	63	1
SITE: 57	58	63	0
SITE: 25	26	30	0
SITE: 25	27	34	1
SITE: 22	25	34	0
SITE: 8	9	15	0
SITE: 8	10	19	1
SITE: 7	8	19	1
SITE: 41	47	48	0
SITE: 40	41	48	1
SITE: 40	46	50	0
SITE: 15	20	21	0
SITE: 7	19	21	1
SITE: 15	22	30	0
SITE: 15	30	34	1
SITE: 7	15	34	1
SITE: 52	53	55	0
SITE: 52	55	56	1
SITE: 54	57	61	1
SITE: 52	56	61	1
SITE: 52	54	63	0
SITE: 21	34	37	0
SITE: 7	35	37	0
SITE: 7	37	38	0
SITE: 7	38	39	0
SITE: 21	39	48	1
SITE: 7	40	48	0
SITE: 7	48	50	1
SITE: 6	7	50	1
SITE: 2	5	21	0
SITE: 2	6	50	0
SITE: 0	2	50	0
SITE: 51	52	63	0
SITE: 21	51	61	0
SITE: 0	50	61	1
SITE: 0	0	63	0
SITE: 21	63	63	0
WARN: Unitary gate is identity
SITE: 61	61	61	1
WARN: Unitary gate is identity
SITE: 21	21	21	1
MPS Info: -21.0274 0.695667 0.0108862 
Writing MPS done!
